turn,board_state,winner
B,"['OOOBBBOOB', 'OOOWBOOBO', 'OOOOWOOOO', 'BOOOOWOOO', 'BBWOKWWOO', 'BOOOOOOOB', 'OOOOWOOBO', 'OOOWBOOOO', 'OOOBBBOOO']",WW
W,"['OOOBBBOOB', 'OOOWBOOBO', 'OOOOWOOOO', 'BOOOOWOOO', 'BBWOKWWOO', 'BOOOOOBOO', 'OOOOWOOBO', 'OOOWBOOOO', 'OOOBBBOOO']",WW
B,"['OOOBBBOOB', 'OOOWBOOBO', 'OOOOWOOOO', 'BOOOOWOOO', 'BBWOKWWOO', 'BOOOOOOOO', 'OOOOOOWBO', 'OOOWBOOOO', 'OOOBBBOOO']",WW
W,"['OOOBBOOOB', 'OOOWBBOBO', 'OOOOWOOOO', 'BOOOOWOOO', 'BBWOKWWOO', 'BOOOOOOOO', 'OOOOOOWBO', 'OOOWBOOOO', 'OOOBBBOOO']",WW
B,"['OOOBBOOOB', 'OOOWBOOBO', 'OOOOWWOOO', 'BOOOOOOOO', 'BBWOKWWOO', 'BOOOOOOOO', 'OOOOOOWBO', 'OOOWBOOOO', 'OOOBBBOOO']",WW
W,"['OOOBBOOOB', 'OOOWBOOBO', 'OOOOOWOOO', 'OOOOBOOOO', 'BBWOKWWOO', 'BOOOOOOOO', 'OOOOOOWBO', 'OOOWBOOOO', 'OOOBBBOOO']",WW
B,"['OOOBBOOOB', 'OOOWBOOBO', 'OOOOOWOOO', 'OOOOBOOOO', 'BBWOKWWOO', 'BOOOOOOOO', 'OOOOWOOBO', 'OOOWBOOOO', 'OOOBBBOOO']",WW
W,"['OOOBBOOOB', 'OOOWBOOBO', 'OOOOOWOOO', 'OOOOBOOOO', 'BBWOKWWOO', 'OOOOBOOOO', 'OOOOOOOBO', 'OOOWBOOOO', 'OOOBBBOOO']",WW
B,"['OOOBBOOOB', 'OOOWBOOBO', 'OOOOWOOOO', 'OOOOOOOOO', 'BBWOKWWOO', 'OOOOBOOOO', 'OOOOOOOBO', 'OOOWBOOOO', 'OOOBBBOOO']",WW
W,"['OOOBBOOOB', 'OOOWBOOBO', 'OOOOWOOOO', 'OOOOOOOOO', 'OBWOKWWOO', 'OOOOBOOOO', 'OOOOOOOBO', 'OOOWBOOOO', 'BOOBBBOOO']",WW
B,"['OOOBBOOOB', 'OOOWBOOBO', 'OOOOOOOWO', 'OOOOOOOOO', 'OBWOKWWOO', 'OOOOBOOOO', 'OOOOOOOBO', 'OOOWBOOOO', 'BOOBBBOOO']",WW
W,"['OOOBBOOOB', 'OOOWBOOBO', 'OOOOOOOWO', 'OOOOOOOOO', 'OOWOKWWOO', 'OOOOBOOOO', 'OBOOOOOBO', 'OOOWBOOOO', 'BOOBBBOOO']",WW
B,"['OOOBBOOOB', 'OOOWBOOBO', 'OOOOKOOWO', 'OOOOOOOOO', 'OOWOTWWOO', 'OOOOBOOOO', 'OBOOOOOBO', 'OOOWBOOOO', 'BOOBBBOOO']",WW
W,"['OOOBBOOOB', 'OOOWBOOBO', 'OOOOKOOWO', 'OOOOOOOOO', 'OOWOTWWOO', 'OOOOBOOBO', 'OBOOOOOOO', 'OOOWBOOOO', 'BOOBBBOOO']",WW
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
B,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BWOOOOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOBOOOOOO', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
B,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOBOKOOOO', 'BBWWTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
W,"['OOOOBBOOO', 'OOOOBOOOO', 'OOOBWOOOO', 'BOBOKOOOO', 'BBWWTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
B,"['OOOOBBOOO', 'OOOOBOOOO', 'OOOBWOOOO', 'BOBOOKOOO', 'BBWWTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
W,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOBOBOOO', 'BOBOOKOOO', 'BBWWTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
B,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOBOBOOO', 'BOBOOKOOO', 'BBWWTOWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBWOOO', 'OOOBBBOOO']",BW
W,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOBOBOOO', 'BOBOOKOOO', 'BBOWTOWBB', 'OOBOWOOOB', 'OOOOWOOOO', 'OOOOBWOOO', 'OOOBBBOOO']",BW
B,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOBOBOOO', 'BOBOOKOOO', 'BBOOTOWBB', 'OOBOWOOOB', 'OOOOWOOOO', 'OOOWOWOOO', 'OOOBBBOOO']",BW
W,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOOOBOOO', 'BOBOOKOOO', 'BBOOTOWBB', 'OOBOWOOOB', 'OOOBWOOOO', 'OOOOOWOOO', 'OOOBBBOOO']",BW
B,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOOOBOOO', 'BOBOOKOOO', 'BBOOTOWBB', 'OOBWOOOOB', 'OOOBWOOOO', 'OOOOOWOOO', 'OOOBBBOOO']",BW
W,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOOOBOOO', 'BOBOOKOOO', 'BBOOTOWBB', 'OOBOBOOOO', 'OOOBOOOOO', 'OOOOOWOOO', 'OOOBBBOOO']",BW
B,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOOOBOOO', 'BOBOOOOOO', 'BBOOTOWBB', 'OOBOBKOOO', 'OOOBOOOOO', 'OOOOOWOOO', 'OOOBBBOOO']",BW
W,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOOOBOOO', 'BOBOOOOOO', 'BBOOTOWBB', 'OBOOBKOOO', 'OOOBOOOOO', 'OOOOOWOOO', 'OOOBBBOOO']",BW
B,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOOOBOOO', 'BOBOOKOOO', 'BBOOTOWBB', 'OBOOBOOOO', 'OOOBOOOOO', 'OOOOOWOOO', 'OOOBBBOOO']",BW
W,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOOOBOOO', 'BOBOOKOOO', 'BBOOTOWBB', 'OBOOBOOOO', 'OOOOOBOOO', 'OOOOOOOOO', 'OOOBBBOOO']",BW
B,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOOOBOOO', 'BOBOOOKOO', 'BBOOTOWBB', 'OBOOBOOOO', 'OOOOOBOOO', 'OOOOOOOOO', 'OOOBBBOOO']",BW
W,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOOOOBOO', 'BOBOOOKOO', 'BBOOTOWBB', 'OBOOBOOOO', 'OOOOOBOOO', 'OOOOOOOOO', 'OOOBBBOOO']",BW
B,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOOOOBOO', 'BOBOOKOOO', 'BBOOTOWBB', 'OBOOBOOOO', 'OOOOOBOOO', 'OOOOOOOOO', 'OOOBBBOOO']",BW
W,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOOOOBOO', 'BOBOOKOOO', 'BBOOTBOBB', 'OBOOBOOOO', 'OOOOOOOOO', 'OOOOOOOOO', 'OOOBBBOOO']",BW
B,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOOOOBOO', 'BOBOKOOOO', 'BBOOTBOBB', 'OBOOBOOOO', 'OOOOOOOOO', 'OOOOOOOOO', 'OOOBBBOOO']",BW
W,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOOOOBOO', 'BOBBKOOOO', 'BBOOTBOBB', 'OBOOBOOOO', 'OOOOOOOOO', 'OOOOOOOOO', 'OOOOBBOOO']",BW
B,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOOOOBOO', 'BOBBOOOKO', 'BBOOTBOBB', 'OBOOBOOOO', 'OOOOOOOOO', 'OOOOOOOOO', 'OOOOBBOOO']",BW
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
B,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBOWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOWBBBOOO']",BW
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BOOWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OBOBBBOOO']",BW
B,"['OOOBBBOOO', 'OOOWBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BOOOKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OBOBBBOOO']",BW
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOBWOOOO', 'BOOOWOOOB', 'BOOOKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OBOOBBOOO']",BW
B,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOBWOOOO', 'BOOOWOOOB', 'BOOKTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OBOOBBOOO']",BW
W,"['OOOBBBOOO', 'OOBOOOOOO', 'OOOBWOOOO', 'BOOOWOOOB', 'BOOKTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OBOOBBOOO']",BW
B,"['OOOBBBOOO', 'OOBOOOOOO', 'OOOBWOOOO', 'BOOOWOOOB', 'BOKOTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OBOOBBOOO']",BW
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
B,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWKOWBB', 'BOOOWWOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
W,"['OOOBBOOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWKBOBB', 'BOOOWWOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
B,"['OOOBBOOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOOWOOB', 'BBWWKOOBB', 'BOOOWWOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
W,"['OOOBBOOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOOWOOB', 'BBWWKBOOB', 'BOOOWWOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
B,"['OOOBBOOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOKWOOB', 'BBWWTBOOB', 'BOOOWWOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
W,"['OOOBBOOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOKWOOB', 'BBWWTBOOB', 'BOOOWOOOB', 'OOOOWBOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
B,"['OOOBBOOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOKOOWB', 'BBWWTBOOB', 'BOOOWOOOB', 'OOOOWBOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
W,"['OOOBBOOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOKBOWB', 'BBWWTOOOB', 'BOOOWOOOB', 'OOOOWBOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
B,"['OOOBBOOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOKOWOB', 'BBWWTOOOB', 'BOOOWOOOB', 'OOOOWBOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
W,"['OOOBBOOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOKOWOB', 'BBWWTOOOB', 'BOOOWOOOB', 'OOOBOBOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
B,"['OOOBBOOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BKOOOOWOB', 'BBWWTOOOB', 'BOOOWOOOB', 'OOOBOBOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
W,"['OOOBBOOOO', 'OBOOOOOOO', 'OOOOWOOOO', 'BKOOOOWOB', 'BBWWTOOOB', 'BOOOWOOOB', 'OOOBOBOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
B,"['OOOBBOOOO', 'OBOOOOOOO', 'OOOOWOOOO', 'BOKOOOWOB', 'BBWWTOOOB', 'BOOOWOOOB', 'OOOBOBOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
W,"['OOOBBOOOO', 'OOBOOOOOO', 'OOOOWOOOO', 'BOKOOOWOB', 'BBWWTOOOB', 'BOOOWOOOB', 'OOOBOBOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
B,"['OOOBBOOOO', 'OOBOOOOOO', 'OOOOWOOOO', 'BOKOOOWOB', 'BBWWTOOOB', 'BOWOOOOOB', 'OOOBOBOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
W,"['OOOBBOOOO', 'OOBOOOOOO', 'OOOOWOOOO', 'BOKOOOWOB', 'BBWWTOOOB', 'BOWBOOOOO', 'OOOBOBOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
B,"['OOOBBOOOO', 'OOBOOOOOO', 'OOOOWOOOO', 'BOOOOKWOB', 'BBWWTOOOB', 'BOWBOOOOO', 'OOOBOBOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
W,"['OOOBBOOOO', 'OOBOOOOOO', 'OOOOWOOOB', 'BOOOOKWOO', 'BBWWTOOOB', 'BOWBOOOOO', 'OOOBOBOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
B,"['OOOBBOOOO', 'OOBOOOOOO', 'OOOOWOOOB', 'BOOOOKOOO', 'BBWWTOOOB', 'BOWBOOWOO', 'OOOBOBOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
W,"['OOOBBOOOO', 'OOBOOOOOO', 'OOOOWOOOB', 'OOOBOKOOO', 'BBWOTOOOB', 'BOWBOOWOO', 'OOOBOBOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
B,"['OOOBBOOOO', 'OOBOOOOOO', 'OOOOWOOOB', 'OOOBOKOOO', 'BBWOTOOOB', 'BOWBOWOOO', 'OOOBOBOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
W,"['OOOBBOOOO', 'OOBOOOOOO', 'OOOOWOBOO', 'OOOBOKOOO', 'BBWOTOOOB', 'BOWBOWOOO', 'OOOBOBOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
B,"['OOOBBOOOO', 'OOBOOOOOO', 'OOOOWOBOO', 'OOWBOKOOO', 'BBOOTOOOB', 'BOWBOWOOO', 'OOOBOBOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
W,"['OOOBBOOOO', 'OOBOOOOOO', 'OOOOOOBOO', 'OOWOBKOOO', 'BBOOTOOOB', 'BOWBOWOOO', 'OOOBOBOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
B,"['OOOBBOOOO', 'OOBOOOOOO', 'OOOOOOBOO', 'OOWOBOOOO', 'BBOOTKOOB', 'BOWBOWOOO', 'OOOBOBOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
W,"['OOOBBOOOO', 'OOBOOOOOO', 'OOOOOOBOO', 'OOWOBOOOO', 'BBOOTKOOB', 'OBOBOWOOO', 'OOOBOBOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
B,"['OOOBBOOOO', 'OOBOOOOOO', 'OOOOOOBOO', 'OOWOBOOOO', 'BBOOTOKOB', 'OBOBOWOOO', 'OOOBOBOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
W,"['OOOBBOOOO', 'OOBOOOOOO', 'OOOOOOBOO', 'OOWOBOOOO', 'BBOOTOKOB', 'OBOBOWOOO', 'OOOBOOBOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
B,"['OOOBBOOOO', 'OOBOOOOOO', 'OOOOOOBOO', 'OOWOBOOOO', 'BBOOTKOOB', 'OBOBOWOOO', 'OOOBOOBOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
W,"['OOOBBOOOO', 'OOBOOOOOO', 'OOOOOOBOO', 'OOWOBOOOO', 'BOBOTKOOB', 'OBOBOWOOO', 'OOOBOOBOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
B,"['OOOBBOOOO', 'OOBOOOOOO', 'OOWOOOBOO', 'OOOOBOOOO', 'BOBOTKOOB', 'OBOBOWOOO', 'OOOBOOBOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
W,"['OOOBBOOOO', 'OOBOOOOOO', 'OOOOOOBOO', 'OOBOBOOOO', 'BOOOTKOOB', 'OBOBOWOOO', 'OOOBOOBOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
B,"['OOOBBOOOO', 'OOBOOOOOO', 'OOOOOOBOO', 'OOBOBOOOO', 'BOOOTKOOB', 'OBOBWOOOO', 'OOOBOOBOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
W,"['OOOBBOOOO', 'OOBOOOOOO', 'OOOOOOBOO', 'OOBOBOOOO', 'BOOOTKOOB', 'OBOBOOOOO', 'OOOBBOBOO', 'OOOOOOOOO', 'OOOOBOOOO']",BW
B,"['OOOBBOOOO', 'OOBOOKOOO', 'OOOOOOBOO', 'OOBOBOOOO', 'BOOOTOOOB', 'OBOBOOOOO', 'OOOBBOBOO', 'OOOOOOOOO', 'OOOOBOOOO']",BW
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOWOOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOWOOOOO', 'OOOBWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOWOOOOO', 'OOWOWOOOB', 'BBOWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOOBBBOOO', 'OOOOOOOOO', 'OOOWBOOOO', 'OOWOOOOOB', 'BBOWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['OOOBBBOOO', 'OOOOOOOOO', 'OOOWOOOOO', 'OOWOKOOOB', 'BBOWTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOOBBBOOO', 'OOOOOOOOO', 'OOOWOOOOO', 'OOWOKOOOB', 'BOBOTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['OOOBBBOOO', 'OOOOOOOOO', 'OOOWOOOOO', 'OOWOOOKOB', 'BOBOTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOOBBOBOO', 'OOOOOOOOO', 'OOOWOOOOO', 'OOWOOOKOB', 'BOBOTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['OOWBBOBOO', 'OOOOOOOOO', 'OOOWOOOOO', 'OOOOOOKOB', 'BOBOTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOWBBOBOO', 'OOOOOOOOO', 'OOOWOOOBO', 'OOOOOOKOB', 'BOBOTWWOB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['OOWBBOBOO', 'OOOOOOOOO', 'OOOWOOOBO', 'OOKOOOOOB', 'BOBOTWWOB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOWBBOBOO', 'OOOOOOOOO', 'OOOWOOOBO', 'OOKOOOOOB', 'OBBOTWWOB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['OOWBBOBOO', 'OOOOOOOOO', 'OOOWOOOBO', 'OOKOOOOOB', 'OBBOTOWOB', 'BOOOWOOOB', 'OOOOWWOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOWBBOBOO', 'OOOOOOOOO', 'OOOWOOOBO', 'OOKBOOOOO', 'OBBOTOWOB', 'BOOOWOOOB', 'OOOOWWOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['OOWBBOBOO', 'OOOOOOOOO', 'OOKWOOOBO', 'OOOBOOOOO', 'OBBOTOWOB', 'BOOOWOOOB', 'OOOOWWOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOWBBOBOO', 'OOOOOOOOO', 'OBKWOOOBO', 'OOOBOOOOO', 'OOBOTOWOB', 'BOOOWOOOB', 'OOOOWWOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['WOOBBOBOO', 'OOOOOOOOO', 'OBKWOOOBO', 'OOOBOOOOO', 'OOBOTOWOB', 'BOOOWOOOB', 'OOOOWWOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['WOBOBOBOO', 'OOOOOOOOO', 'OBKWOOOBO', 'OOOBOOOOO', 'OOBOTOWOB', 'BOOOWOOOB', 'OOOOWWOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['OOBOBOBOO', 'OOOOOOOOO', 'WOKWOOOBO', 'OOOBOOOOO', 'OOBOTOWOB', 'BOOOWOOOB', 'OOOOWWOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOOOBOBOO', 'OOBOOOOOO', 'WOKWOOOBO', 'OOOBOOOOO', 'OOBOTOWOB', 'BOOOWOOOB', 'OOOOWWOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['OOOOBOBOO', 'OOBOOOOOO', 'WKOWOOOBO', 'OOOBOOOOO', 'OOBOTOWOB', 'BOOOWOOOB', 'OOOOWWOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOOOBOBOO', 'OBOOOOOOO', 'WKOWOOOBO', 'OOOBOOOOO', 'OOBOTOWOB', 'BOOOWOOOB', 'OOOOWWOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['OOOOBOBOO', 'OBOOOOOOO', 'WOKWOOOBO', 'OOOBOOOOO', 'OOBOTOWOB', 'BOOOWOOOB', 'OOOOWWOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
B,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOOWOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OBOOOWOOO', 'BOOOWOOOB', 'BOWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
B,"['OOOBBBOOO', 'OOOOBOOOO', 'OBOOOWOOO', 'BOOOOWOOB', 'BOWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OBOOOWOOO', 'BOOOOWOOB', 'BOWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOOOBOO', 'OOOBBBOOO']",BW
B,"['OOOBBBOOO', 'OOOOBOOOO', 'OBOOOOOWO', 'BOOOOWOOB', 'BOWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOOOBOO', 'OOOBBBOOO']",BW
W,"['OOOBBBOOO', 'OOOOOOOBO', 'OBOOOOOWO', 'BOOOOWOOB', 'BOWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOOOBOO', 'OOOBBBOOO']",BW
B,"['OOOBBBOOO', 'OOOOOOOBO', 'OBOOOWOOO', 'BOOOOWOOB', 'BOWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOOOBOO', 'OOOBBBOOO']",BW
W,"['OOOBBBOOO', 'BOOOOOOBO', 'OBOOOWOOO', 'OOOOOWOOB', 'BOWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOOOBOO', 'OOOBBBOOO']",BW
B,"['OOOBBBOOO', 'BOOOOOOBO', 'OBOOOWOOO', 'OOOOKWOOB', 'BOWWTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOOOBOO', 'OOOBBBOOO']",BW
W,"['OOOBBBOOO', 'BOOOOOOBO', 'OBOOOWOOB', 'OOOOKWOOO', 'BOWWTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOOOBOO', 'OOOBBBOOO']",BW
B,"['OOOBBBOOO', 'BOOOOOOBO', 'OBOOOOWOB', 'OOOOKWOOO', 'BOWWTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOOOBOO', 'OOOBBBOOO']",BW
W,"['OOOBBBOOO', 'OOBOOOOBO', 'OBOOOOWOB', 'OOOOKWOOO', 'BOWWTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOOOBOO', 'OOOBBBOOO']",BW
B,"['OOOBBBOOO', 'OOBOOOOBO', 'OBOOOWOOB', 'OOOOKWOOO', 'BOWWTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOOOBOO', 'OOOBBBOOO']",BW
W,"['OOOBBBOOO', 'OOBOOOOBO', 'OBOOOWOOB', 'OOOOKWOOO', 'BOWWTWWBB', 'OOOOWOOOB', 'OOOOWOOOO', 'BOOOOOBOO', 'OOOBBBOOO']",BW
B,"['OOOBBBOOO', 'OOBOOOOBO', 'OBOOOOWOB', 'OOOOKWOOO', 'BOWWTWWBB', 'OOOOWOOOB', 'OOOOWOOOO', 'BOOOOOBOO', 'OOOBBBOOO']",BW
W,"['OOOBBBOOO', 'OOBOOOOBO', 'OBOOOOWOB', 'OOOOKWOOO', 'BOWWTWWOB', 'OOOOWOOOB', 'OOOOWOOBO', 'BOOOOOBOO', 'OOOBBBOOO']",BW
